name,room_numbers,address,price,usable_area,gross_floor_area,url,latitude,longitude,price_per_sq_foot_SA,price_per_sq_foot_GFA
OCEAN SHORES・Phase 3・TOWER 13,High Floor・FLAT H・2 Rooms,Tiu Keng Leng,8980000.0,503.0,677.0,https://hk.centanet.com/findproperty/en/detail/OCEAN-SHORES-Phase-3-TOWER-13_SCF894?theme=buy,,,17852.882703777337,13264.401772525849
Botanic Terrace・BLOCK A,High Floor・FLAT 2・4 Rooms・(1 Suite),Mid-Levels West,33800000.0,1893.0,2200.0,https://hk.centanet.com/findproperty/en/detail/Botanic-Terrace-BLOCK-A_LAO391?theme=buy,22.2839605,114.1439586,17855.25620707871,15363.636363636364
MIDLAND CENTRE・BLOCK A,Low Floor・Studio,Sheung Wan,6000000.0,336.0,478.0,https://hk.centanet.com/findproperty/en/detail/MIDLAND-CENTRE-BLOCK-A_LDJ874?theme=buy,22.2863943,114.1491375,17857.14285714286,12552.301255230126
Florient Rise・Tower 2,Middle Floor・FLAT C・1 Room,Olympic Station,8000000.0,448.0,606.0,https://hk.centanet.com/findproperty/en/detail/Florient-Rise-Tower-2_SYG050?theme=buy,,,17857.14285714286,13201.320132013201
Ocean Shores・Phase 1・Tower 1,High Floor・FLAT C・2 Rooms,Tiu Keng Leng,9000000.0,504.0,676.0,https://hk.centanet.com/findproperty/en/detail/Ocean-Shores-Phase-1-Tower-1_SBF271?theme=buy,,,17857.14285714286,13313.60946745562
Cornwall Court,High Floor・FLAT B・3 Rooms,North Point,16500000.0,924.0,1159.0,https://hk.centanet.com/findproperty/en/detail/Cornwall-Court_DMO956?theme=buy,,,17857.14285714286,14236.410698878344
Western Garden・Ivy Tower (Block 2),High Floor・2 Rooms,Sai Ying Pun,9500000.0,532.0,602.0,https://hk.centanet.com/findproperty/en/detail/Western-Garden-Ivy-Tower-(Block-2)_LAF268?theme=buy,22.2875634,114.1417059,17857.14285714286,15780.730897009968
Savannah・Tower 3A,Low Floor・FLAT E・1 Room,Tseung Kwan O,7000000.0,392.0,,https://hk.centanet.com/findproperty/en/detail/Savannah-Tower-3A_UEY234?theme=buy,22.3089111,114.2635572,17857.14285714286,
Savannah,2 Rooms,Tseung Kwan O,8000000.0,448.0,,https://hk.centanet.com/findproperty/en/detail/Savannah_UEY187?theme=buy,22.3089111,114.2635572,17857.14285714286,
Mayfair By The Sea・I・TOWER 17,Middle Floor・FLAT A・4 Rooms,Pak Shek Kok,25000000.0,1400.0,,https://hk.centanet.com/findproperty/en/detail/Mayfair-By-The-Sea-I-TOWER-17_ASP879?theme=buy,22.4280945,114.2082325,17857.14285714286,
SILICON HILL・PHASE 2A UNIVERSITY HILL・MARINA TOWER 3,1 Room,Pak Shek Kok,5680000.0,318.0,,https://hk.centanet.com/findproperty/en/detail/SILICON-HILL-PHASE-2A-UNIVERSITY-HILL-MARINA-TOWER-3_GCC438?theme=buy,22.4280945,114.2082325,17861.635220125787,
FESTIVAL CITY・PHASE 1・TOWER 2,Middle Floor・FLAT SD・3 Rooms,Tai Wai,13200000.0,739.0,980.0,https://hk.centanet.com/findproperty/en/detail/FESTIVAL-CITY-PHASE-1-TOWER-2_EDX915?theme=buy,22.375941,114.178626,17861.975642760488,13469.387755102041
Celestial Heights・Phase 2・15 Celestial Avenue,Middle Floor・NO. 15・4 Rooms,Ho Man Tin,28000000.0,1567.0,2035.0,https://hk.centanet.com/findproperty/en/detail/Celestial-Heights-Phase-2-15-Celestial-Avenue_MMH481?theme=buy,22.318507,114.1755339,17868.538608806637,13759.213759213759
Losion Villa,High Floor・FLAT A・2 Rooms,Mid-Levels West,8400000.0,470.0,636.0,https://hk.centanet.com/findproperty/en/detail/Losion-Villa_LBC642?theme=buy,22.2839605,114.1439586,17872.340425531915,13207.547169811322
st Martin・Phase 1,High Floor・2 Rooms,Pak Shek Kok,7900000.0,442.0,,https://hk.centanet.com/findproperty/en/detail/st-Martin-Phase-1_AUF077?theme=buy,22.4280945,114.2082325,17873.303167420814,
THE WINGS・II・TOWER 1A,Low Floor・FLAT C・3 Rooms,Tseung Kwan O,15000000.0,839.0,1070.0,https://hk.centanet.com/findproperty/en/detail/THE-WINGS-II-TOWER-1A_UDD024?theme=buy,22.3089111,114.2635572,17878.426698450538,14018.691588785046
DOUBLE COVE・Phase 1・BLOCK 1,Middle Floor・FLAT F・2 Rooms,Wu Kai Sha,9800000.0,548.0,706.0,https://hk.centanet.com/findproperty/en/detail/DOUBLE-COVE-Phase-1-BLOCK-1_EMI577?theme=buy,,,17883.21167883212,13881.019830028328
DOUBLE COVE・PHASE 2 DOUBLE COVE STARVIEW・BLOCK 20,3 Rooms,Wu Kai Sha,14200000.0,794.0,,https://hk.centanet.com/findproperty/en/detail/DOUBLE-COVE-PHASE-2-DOUBLE-COVE-STARVIEW-BLOCK-20_EMP045?theme=buy,,,17884.13098236776,
Seanorama・Tower 2B,Middle Floor・FLAT G・4 Rooms,Wu Kai Sha,23000000.0,1286.0,,https://hk.centanet.com/findproperty/en/detail/Seanorama-Tower-2B_EMY887?theme=buy,,,17884.914463452566,
MANHATTAN HILL・TOWER 6,Low Floor・FLAT F・2 Rooms,Mei Foo,9980000.0,558.0,,https://hk.centanet.com/findproperty/en/detail/MANHATTAN-HILL-TOWER-6_MPM260?theme=buy,22.3366356,114.1402195,17885.304659498208,
The Grand Marine・Tower 1,High Floor・FLAT D・3 Rooms,Tsing Yi,10500000.0,587.0,,https://hk.centanet.com/findproperty/en/detail/The-Grand-Marine-Tower-1_FIO857?theme=buy,22.3474872,114.1023164,17887.56388415673,
1 Tai Hang Road,Middle Floor・2 Rooms,Tai Hang Mid-Levels,10000000.0,559.0,,https://hk.centanet.com/findproperty/en/detail/1-Tai-Hang-Road_TAP436?theme=buy,22.2816223,114.147865,17889.08765652952,
OCEAN PRIDE・PHASE 3A OCEAN SUPREME・TOWER 5C,High Floor・FLAT C・2 Rooms,Tsuen Wan West,9500000.0,531.0,,https://hk.centanet.com/findproperty/en/detail/OCEAN-PRIDE-PHASE-3A-OCEAN-SUPREME-TOWER-5C_CYP139?theme=buy,22.3684317,114.109705,17890.772128060264,
I-HOME,1 Room,Tai Kok Tsui,6800000.0,380.0,509.0,https://hk.centanet.com/findproperty/en/detail/I-HOME_SYH072?theme=buy,22.3198474,114.1620857,17894.736842105263,13359.528487229862
HOLLYWOOD ROAD,FLAT C・Studio,Sheung Wan,5100000.0,285.0,,https://hk.centanet.com/findproperty/en/detail/HOLLYWOOD-ROAD_LCQ503?theme=buy,22.2863943,114.1491375,17894.736842105263,
SCHOLAR COURT,Middle Floor・FLAT A・1 Room,Kennedy Town,6300000.0,352.0,506.0,https://hk.centanet.com/findproperty/en/detail/SCHOLAR-COURT_LDH789?theme=buy,22.2822235,114.1292619,17897.727272727272,12450.592885375494
Lohas Park・PHASE 9A MARINI・Tower 3 (3B),Low Floor・FLAT A・3 Rooms,Lohas Park,13800000.0,771.0,,https://hk.centanet.com/findproperty/en/detail/Lohas-Park-PHASE-9A-MARINI-Tower-3-(3B)_UHL397?theme=buy,22.2944817,114.2702546,17898.8326848249,
st Martin・Phase 2,High Floor・2 Rooms,Pak Shek Kok,8180000.0,457.0,,https://hk.centanet.com/findproperty/en/detail/st-Martin-Phase-2_AUG248?theme=buy,22.4280945,114.2082325,17899.34354485777,
MIRROR MARINA,Middle Floor・FLAT B・4 Rooms・(2 Suites),Mid-Levels West,31800000.0,1776.0,2300.0,https://hk.centanet.com/findproperty/en/detail/MIRROR-MARINA_LAT013?theme=buy,22.2839605,114.1439586,17905.405405405407,13826.08695652174
PRIMROSE COURT,Middle Floor・FLAT B・2 Rooms・(1 Suite),Mid-Levels West,11800000.0,659.0,804.0,https://hk.centanet.com/findproperty/en/detail/PRIMROSE-COURT_LAR073?theme=buy,22.2839605,114.1439586,17905.918057663126,14676.616915422886
Island Harbourview・Tower 9,High Floor・2 Rooms,Olympic Station,8380000.000000001,468.0,639.0,https://hk.centanet.com/findproperty/en/detail/Island-Harbourview-Tower-9_SUC805?theme=buy,,,17905.982905982906,13114.241001564948
PARC CITY・TOWER 3,High Floor・FLAT C・2 Rooms,Tsuen Wan West,9600000.0,536.0,,https://hk.centanet.com/findproperty/en/detail/PARC-CITY-TOWER-3_CYU827?theme=buy,22.3684317,114.109705,17910.44776119403,
DOWNTOWN 38,Middle Floor・FLAT A・2 Rooms,To Kwa Wan,7400000.0,413.0,,https://hk.centanet.com/findproperty/en/detail/DOWNTOWN-38_UBU300?theme=buy,22.3173373,114.1879691,17917.67554479419,
The Astro,High Floor・FLAT F・Studio,Cheung Sha Wan,3100000.0,173.0,,https://hk.centanet.com/findproperty/en/detail/The-Astro_MXI834?theme=buy,22.3358055,114.1494892,17919.07514450867,
Grand Yoho・Phase 1・Tower 9,High Floor・FLAT D・2 Rooms,Yuen Long Station,9300000.0,519.0,,https://hk.centanet.com/findproperty/en/detail/Grand-Yoho-Phase-1-Tower-9_CVW752?theme=buy,22.4460876,114.0347702,17919.07514450867,
SKYLINE MANSION・BLOCK 1,3 Rooms・(1 Suite),Mid-Levels West,24000000.0,1339.0,1570.0,https://hk.centanet.com/findproperty/en/detail/SKYLINE-MANSION-BLOCK-1_LAZ507?theme=buy,22.2839605,114.1439586,17923.82374906647,15286.624203821657
Liberte・Block 6,High Floor・FLAT B・3 Rooms,Four Little Dragons,10880000.0,607.0,806.0,https://hk.centanet.com/findproperty/en/detail/Liberte-Block-6_MOM716?theme=buy,,,17924.217462932455,13498.759305210919
Victoria Centre・Block 2,High Floor・FLAT A・3 Rooms,Tin Hau,18000000.0,1004.0,1176.0,https://hk.centanet.com/findproperty/en/detail/Victoria-Centre-Block-2_DLG380?theme=buy,22.2823972,114.1922382,17928.28685258964,15306.122448979591
CENTRA HORIZON・TOWER 12,FLAT B・Studio,Pak Shek Kok,4500000.0,251.0,,https://hk.centanet.com/findproperty/en/detail/CENTRA-HORIZON-TOWER-12_AUK811?theme=buy,22.4280945,114.2082325,17928.28685258964,
The Campton,Low Floor・FLAT S・Studio,Cheung Sha Wan,4500000.0,251.0,,https://hk.centanet.com/findproperty/en/detail/The-Campton_MXN328?theme=buy,22.3358055,114.1494892,17928.28685258964,
Prima Villa・Block 3,High Floor・FLAT E・2 Rooms,Siu Lek Yuen,7100000.0,396.0,529.0,https://hk.centanet.com/findproperty/en/detail/Prima-Villa-Block-3_EBA642?theme=buy,22.3833699,114.2139715,17929.29292929293,13421.55009451796
LE SOMMET・BLOCK 1,FLAT F・2 Rooms,North Point Mid-Levels,10400000.0,580.0,783.0,https://hk.centanet.com/findproperty/en/detail/LE-SOMMET-BLOCK-1_DLP309?theme=buy,22.2816223,114.147865,17931.03448275862,13282.247765006387
Grand Yoho・Phase 1・Tower 9,3 Rooms,Yuen Long Station,13880000.0,774.0,,https://hk.centanet.com/findproperty/en/detail/Grand-Yoho-Phase-1-Tower-9_CVW644?theme=buy,22.4460876,114.0347702,17932.8165374677,
THE AURORA・TOWER 3,Middle Floor・FLAT A・3 Rooms・(1 Suite),Tsuen Wan West,12380000.0,690.0,,https://hk.centanet.com/findproperty/en/detail/THE-AURORA-TOWER-3_CYX053?theme=buy,22.3684317,114.109705,17942.028985507248,
HAWTHORN GARDEN,High Floor・3 Rooms・(1 Suite),Happy Valley,15000000.0,836.0,,https://hk.centanet.com/findproperty/en/detail/HAWTHORN-GARDEN_TAA217?theme=buy,,,17942.583732057417,
Discovery Bay・PHASE 16 POGGIBONSI・,House・Studio,Discovery Bay,6280000.0,350.0,,https://hk.centanet.com/findproperty/en/detail/Discovery-Bay-PHASE-16-POGGIBONSI-_LGK978?theme=buy,37.9085357,-121.6002291,17942.85714285714,
MERRY GARDEN,Middle Floor・FLAT 3・3 Rooms・(1 Suite),Mid-Levels Central,17500000.0,975.0,,https://hk.centanet.com/findproperty/en/detail/MERRY-GARDEN_TGI553?theme=buy,22.2838464,114.1549689,17948.71794871795,
Double Cove・Phase 2 Double Cove Starview・Block 21,2 Rooms,Wu Kai Sha,9800000.0,546.0,,https://hk.centanet.com/findproperty/en/detail/Double-Cove-Phase-2-Double-Cove-Starview-Block-21_EMO904?theme=buy,,,17948.71794871795,
Tierra Verde・Phase 2・Block 1,Low Floor・FLAT A・3 Rooms,Tsing Yi,13500000.0,752.0,945.0,https://hk.centanet.com/findproperty/en/detail/Tierra-Verde-Phase-2-Block-1_FCC339?theme=buy,22.3474872,114.1023164,17952.127659574468,14285.714285714286
THE WINGS・IIIA・TOWER 3A,High Floor・FLAT C・1 Room,Tseung Kwan O,6500000.0,362.0,,https://hk.centanet.com/findproperty/en/detail/THE-WINGS-IIIA-TOWER-3A_UEH956?theme=buy,22.3089111,114.2635572,17955.801104972375,
Monterey・Tower 6A,High Floor・FLAT E・1 Room,Tseung Kwan O,6680000.0,372.0,,https://hk.centanet.com/findproperty/en/detail/Monterey-Tower-6A_UHB261?theme=buy,22.3089111,114.2635572,17956.989247311827,
The Wings・II・Tower 1B,Low Floor・FLAT B・3 Rooms,Tseung Kwan O,12000000.0,668.0,857.0,https://hk.centanet.com/findproperty/en/detail/The-Wings-II-Tower-1B_UDD138?theme=buy,22.3089111,114.2635572,17964.071856287424,14002.333722287049
The Notting Hill,2 Rooms,Mid-Levels East,9000000.0,501.0,,https://hk.centanet.com/findproperty/en/detail/The-Notting-Hill_TAT457?theme=buy,22.2816223,114.147865,17964.071856287424,
Lohas Park・PHASE 5A MALIBU・Tower 3A,Middle Floor・FLAT C・2 Rooms,Lohas Park,8300000.000000001,462.0,,https://hk.centanet.com/findproperty/en/detail/Lohas-Park-PHASE-5A-MALIBU-Tower-3A_UHF492?theme=buy,22.2944817,114.2702546,17965.36796536797,
PARK CENTRAL・Phase 2・TOWER 11,Middle Floor・FLAT D・2 Rooms,Tseung Kwan O,6900000.0,384.0,527.0,https://hk.centanet.com/findproperty/en/detail/PARK-CENTRAL-Phase-2-TOWER-11_SBB699?theme=buy,22.3089111,114.2635572,17968.75,13092.979127134724
Metro Town・Phase 1・Tower 3,Low Floor・FLAT D・3 Rooms,Tiu Keng Leng,10800000.0,601.0,834.0,https://hk.centanet.com/findproperty/en/detail/Metro-Town-Phase-1-Tower-3_SDL101?theme=buy,,,17970.049916805325,12949.640287769784
Harbour Green・Tower 6,High Floor・FLAT G・2 Rooms,Olympic Station,8500000.0,473.0,617.0,https://hk.centanet.com/findproperty/en/detail/Harbour-Green-Tower-6_SWK624?theme=buy,,,17970.401691331925,13776.337115072933
ASCOT VILLAS,1 Room,Happy Valley,8500000.0,473.0,,https://hk.centanet.com/findproperty/en/detail/ASCOT-VILLAS_TAL415?theme=buy,,,17970.401691331925,
Tierra Verde・Phase 1・Tower 2,Low Floor・FLAT F・2 Rooms,Tsing Yi,9400000.0,523.0,656.0,https://hk.centanet.com/findproperty/en/detail/Tierra-Verde-Phase-1-Tower-2_FCO575?theme=buy,22.3474872,114.1023164,17973.23135755258,14329.268292682927
Fa Po Villa・BLOCK B,FLAT B1・3 Rooms,Yau Yat Tsuen,11000000.0,612.0,,https://hk.centanet.com/findproperty/en/detail/Fa-Po-Villa-BLOCK-B_MKC968?theme=buy,22.3312462,114.1744039,17973.856209150326,
Island Garden・Tower 3,Low Floor・FLAT E・2 Rooms,Shau Kei Wan,8700000.0,484.0,,https://hk.centanet.com/findproperty/en/detail/Island-Garden-Tower-3_ZAM277?theme=buy,22.278746,114.2286476,17975.206611570247,
CARMEN'S GARDEN・TOWER 3,,Jordan,19000000.0,1057.0,1336.0,https://hk.centanet.com/findproperty/en/detail/CARMEN'S-GARDEN-TOWER-3_MGQ462?theme=buy,30.585164,36.238414,17975.402081362347,14221.556886227545
The Palazzo・Block 11,High Floor・FLAT D・2 Rooms,Fo Tan,8900000.0,495.0,648.0,https://hk.centanet.com/findproperty/en/detail/The-Palazzo-Block-11_ASC506?theme=buy,22.3985709,114.1929428,17979.79797979798,13734.567901234568
TAIKOO SHING・Kwun Hoi Terrace,Low Floor・FLAT B・3 Rooms,Taikoo Shing,13000000.0,723.0,835.0,https://hk.centanet.com/findproperty/en/detail/TAIKOO-SHING-Kwun-Hoi-Terrace_DAQ141?theme=buy,22.2865471,114.2189883,17980.63623789765,15568.862275449103
KENYON COURT,FLAT A・3 Rooms,Mid-Levels West,15500000.0,862.0,983.0,https://hk.centanet.com/findproperty/en/detail/KENYON-COURT_LAZ742?theme=buy,22.2839605,114.1439586,17981.438515081205,15768.056968463887
ONE NEW YORK,1 Room,Cheung Sha Wan,4280000.0,238.0,325.0,https://hk.centanet.com/findproperty/en/detail/ONE-NEW-YORK_MUE447?theme=buy,22.3358055,114.1494892,17983.193277310926,13169.23076923077
The Wings・OCEAN WINGS・Tower 8,Low Floor・FLAT B・4 Rooms,Tseung Kwan O,18380000.0,1022.0,,https://hk.centanet.com/findproperty/en/detail/The-Wings-OCEAN-WINGS-Tower-8_UEY020?theme=buy,22.3089111,114.2635572,17984.344422700586,
DOUBLE COVE・PHASE 2 DOUBLE COVE STARVIEW・BLOCK 18,High Floor・FLAT A・3 Rooms,Wu Kai Sha,25000000.0,1390.0,,https://hk.centanet.com/findproperty/en/detail/DOUBLE-COVE-PHASE-2-DOUBLE-COVE-STARVIEW-BLOCK-18_EMP312?theme=buy,,,17985.61151079137,
ONE EAST COAST・TOWER 1B,Low Floor・FLAT D・2 Rooms,Yau Tong,6800000.0,378.0,,https://hk.centanet.com/findproperty/en/detail/ONE-EAST-COAST-TOWER-1B_DUC283?theme=buy,22.2940736,114.2375638,17989.41798941799,
MANHATTAN HILL・TOWER 3,FLAT D・2 Rooms,Mei Foo,9680000.0,538.0,,https://hk.centanet.com/findproperty/en/detail/MANHATTAN-HILL-TOWER-3_MPM088?theme=buy,22.3366356,114.1402195,17992.565055762083,
Ontolo,Low Floor・1 Room,Pak Shek Kok,7000000.0,389.0,,https://hk.centanet.com/findproperty/en/detail/Ontolo_AUO654?theme=buy,22.4280945,114.2082325,17994.85861182519,
Solaria・Tower 3,Middle Floor・FLAT B・2 Rooms,Pak Shek Kok,8800000.0,489.0,,https://hk.centanet.com/findproperty/en/detail/Solaria-Tower-3_AUD037?theme=buy,22.4280945,114.2082325,17995.910020449897,
Providence Bay,Middle Floor・4 Rooms,Pak Shek Kok,30000000.0,1667.0,,https://hk.centanet.com/findproperty/en/detail/Providence-Bay_ASF875?theme=buy,22.4280945,114.2082325,17996.40071985603,
TUNG SHAN TERRACE,2 Rooms・(1 Suite),Mid-Levels East,17800000.0,989.0,,https://hk.centanet.com/findproperty/en/detail/TUNG-SHAN-TERRACE_TAJ820?theme=buy,22.2816223,114.147865,17997.97775530839,
THE WINGS・II・TOWER 1A,Middle Floor・FLAT A・2 Rooms,Tseung Kwan O,9900000.0,550.0,698.0,https://hk.centanet.com/findproperty/en/detail/THE-WINGS-II-TOWER-1A_UDD080?theme=buy,22.3089111,114.2635572,18000.0,14183.381088825216
Ava 61,Low Floor・FLAT C・Studio,Sham Shui Po,2700000.0,150.0,,https://hk.centanet.com/findproperty/en/detail/Ava-61_MXC211?theme=buy,22.3285899,114.1602846,18000.0,
SEANORAMA・TOWER 3B,4 Rooms,Wu Kai Sha,22000000.0,1222.0,,https://hk.centanet.com/findproperty/en/detail/SEANORAMA-TOWER-3B_EMY586?theme=buy,,,18003.273322422257,
SEYMOUR ROAD,FLAT A (NO. 6A)・2 Rooms・(1 Suite),Mid-Levels West,14800000.0,822.0,,https://hk.centanet.com/findproperty/en/detail/SEYMOUR-ROAD_LAR771?theme=buy,22.2839605,114.1439586,18004.866180048662,
The Wings・IIIB・Tower 1B,Middle Floor・FLAT E・1 Room,Tseung Kwan O,6500000.0,361.0,,https://hk.centanet.com/findproperty/en/detail/The-Wings-IIIB-Tower-1B_UEJ549?theme=buy,22.3089111,114.2635572,18005.540166204984,
De Novo・Tower H1,Middle Floor・FLAT D・1 Room,Kai Tak New Area,8500000.0,472.0,,https://hk.centanet.com/findproperty/en/detail/De-Novo-Tower-H1_UGA362?theme=buy,22.3246084,114.1990482,18008.474576271186,
1 LION ROCK ROAD,FLAT C・2 Rooms,Kowloon City,5800000.0,322.0,445.0,https://hk.centanet.com/findproperty/en/detail/1-LION-ROCK-ROAD_SID059?theme=buy,22.3306602,114.1920172,18012.42236024845,13033.707865168539
BANYAN GARDEN・PHASE 3・TOWER 5,3 Rooms,Four Little Dragons,11980000.0,665.0,910.0,https://hk.centanet.com/findproperty/en/detail/BANYAN-GARDEN-PHASE-3-TOWER-5_MOJ477?theme=buy,,,18015.037593984962,13164.835164835165
Kingearn Building,Low Floor・FLAT A・1 Room,Central,5280000.0,293.0,514.0,https://hk.centanet.com/findproperty/en/detail/Kingearn-Building_LCK013?theme=buy,,,18020.477815699658,10272.373540856031
The Astro,Middle Floor・FLAT A・Studio,Cheung Sha Wan,3100000.0,172.0,,https://hk.centanet.com/findproperty/en/detail/The-Astro_MXI791?theme=buy,22.3358055,114.1494892,18023.25581395349,
Parc City・TOWER 5,Middle Floor・FLAT D・2 Rooms,Tsuen Wan West,9500000.0,527.0,,https://hk.centanet.com/findproperty/en/detail/Parc-City-TOWER-5_CYU440?theme=buy,22.3684317,114.109705,18026.565464895637,
OCEAN PRIDE・PHASE 3A OCEAN SUPREME・TOWER 5B,Low Floor・FLAT B・2 Rooms,Tsuen Wan West,9500000.0,527.0,,https://hk.centanet.com/findproperty/en/detail/OCEAN-PRIDE-PHASE-3A-OCEAN-SUPREME-TOWER-5B_CYO247?theme=buy,22.3684317,114.109705,18026.565464895637,
Royal Peninsula・Block 1,2 Rooms,Whampoa,11700000.0,649.0,867.0,https://hk.centanet.com/findproperty/en/detail/Royal-Peninsula-Block-1_SGO294?theme=buy,1.3245132,103.8572252,18027.73497688752,13494.809688581316
RESIDENCE OASIS・TOWER 1,3 Rooms・(1 Suite),Hang Hau,13000000.0,721.0,970.0,https://hk.centanet.com/findproperty/en/detail/RESIDENCE-OASIS-TOWER-1_SDS583?theme=buy,22.3172623,114.2672828,18030.513176144243,13402.061855670103
Double Cove・PHASE 4 DOUBLE COVE GRANDVIEW・Block 6,Middle Floor・FLAT A・4 Rooms,Wu Kai Sha,26200000.0,1453.0,,https://hk.centanet.com/findproperty/en/detail/Double-Cove-PHASE-4-DOUBLE-COVE-GRANDVIEW-Block-6_EMX624?theme=buy,,,18031.658637302135,
Sham Wan Towers・Block 2,Middle Floor・FLAT E・2 Rooms,Yuk Kwai Shan Wan Poon,8800000.0,488.0,645.0,https://hk.centanet.com/findproperty/en/detail/Sham-Wan-Towers-Block-2_TJH724?theme=buy,22.2333333,114.15,18032.786885245903,13643.410852713178
GRAND CENTRAL・PHASE 2・TOWER 3,Low Floor・FLAT J・2 Rooms,Kwun Tong,9000000.0,499.0,,https://hk.centanet.com/findproperty/en/detail/GRAND-CENTRAL-PHASE-2-TOWER-3_DUD976?theme=buy,22.3103686,114.2227035,18036.072144288577,
Woodlands Court,Low Floor・FLAT B・2 Rooms,Mid-Levels West,6800000.0,377.0,550.0,https://hk.centanet.com/findproperty/en/detail/Woodlands-Court_LAV903?theme=buy,22.2839605,114.1439586,18037.13527851459,12363.636363636364
Chatswood Villa,High Floor・NO. 126・3 Rooms,Mid-Levels West,9380000.0,520.0,858.0,https://hk.centanet.com/findproperty/en/detail/Chatswood-Villa_LAJ857?theme=buy,22.2839605,114.1439586,18038.46153846154,10932.400932400933
KOKO HILLS・PHASE 1・TOWER 5,Middle Floor・FLAT E・2 Rooms,Lam Tin,8279999.999999999,459.0,,https://hk.centanet.com/findproperty/en/detail/KOKO-HILLS-PHASE-1-TOWER-5_DUF731?theme=buy,22.3080199,114.2375638,18039.215686274507,
SOUTH WALK．AURA,Low Floor・Studio,Tin Wan,3500000.0,194.0,,https://hk.centanet.com/findproperty/en/detail/SOUTH-WALK-AURA_TOB218?theme=buy,22.2503496,114.1476512,18041.23711340206,
Parc Oasis・TOWER 22 (28 GRANDEUR RD),High Floor・FLAT E・3 Rooms・(1 Suite),Yau Yat Tsuen,11800000.0,654.0,,https://hk.centanet.com/findproperty/en/detail/Parc-Oasis-TOWER-22-(28-GRANDEUR-RD)_MKA594?theme=buy,22.3312462,114.1744039,18042.81345565749,
Taikoo Shing・Sing Fai Terrace・(T-48)  Hoi Sing Mansion,High Floor・FLAT H・2 Rooms,Taikoo Shing,10880000.0,603.0,700.0,https://hk.centanet.com/findproperty/en/detail/Taikoo-Shing-Sing-Fai-Terrace-(T-48)--Hoi-Sing-Mansion_DAT435?theme=buy,22.2865471,114.2189883,18043.11774461028,15542.857142857143
THE YOHO HUB,Low Floor・FLAT G・1 Room,Yuen Long Station,6280000.0,348.0,,https://hk.centanet.com/findproperty/en/detail/THE-YOHO-HUB_GAI714?theme=buy,22.4460876,114.0347702,18045.97701149425,
The Pacifica・Phase 2・Tower 6 (Belle Mer),Middle Floor・FLAT A・3 Rooms,Four Little Dragons,10000000.0,554.0,759.0,https://hk.centanet.com/findproperty/en/detail/The-Pacifica-Phase-2-Tower-6-(Belle-Mer)_MPE978?theme=buy,,,18050.54151624549,13175.230566534914
VILLA ESPLANADA・PHASE 3,High Floor・FLAT C・2 Rooms,Tsing Yi,8990000.0,498.0,688.0,https://hk.centanet.com/findproperty/en/detail/VILLA-ESPLANADA-PHASE-3_FCQ544?theme=buy,22.3474872,114.1023164,18052.208835341364,13066.860465116279
TAIKOO SHING・Kam Din Terrace・(T-21)  YUAN KUNG MANSION,Middle Floor・FLAT A・3 Rooms,Taikoo Shing,12800000.0,709.0,806.0,https://hk.centanet.com/findproperty/en/detail/TAIKOO-SHING-Kam-Din-Terrace-(T-21)--YUAN-KUNG-MANSION_DAO719?theme=buy,22.2865471,114.2189883,18053.596614950635,15880.893300248139
Ocean Shores・Phase 1・Tower 2,High Floor・FLAT D・3 Rooms,Tiu Keng Leng,14100000.0,781.0,1049.0,https://hk.centanet.com/findproperty/en/detail/Ocean-Shores-Phase-1-Tower-2_SAV898?theme=buy,,,18053.777208706786,13441.372735938989
SCENEWAY GARDEN・BLOCK 13,FLAT H・3 Rooms,Lam Tin,13000000.0,720.0,910.0,https://hk.centanet.com/findproperty/en/detail/SCENEWAY-GARDEN-BLOCK-13_SPJ054?theme=buy,22.3080199,114.2375638,18055.555555555555,14285.714285714286
PACIFIC PALISADES・PHASE 1・TOWER 2,Middle Floor・FLAT B・2 Rooms・(2 Suites),North Point Mid-Levels,14500000.0,803.0,1016.0,https://hk.centanet.com/findproperty/en/detail/PACIFIC-PALISADES-PHASE-1-TOWER-2_DLI621?theme=buy,22.2816223,114.147865,18057.285180572853,14271.653543307086
Grand Yoho・PHASE 2・Tower 3,Low Floor・FLAT A・2 Rooms,Yuen Long Station,9300000.0,515.0,,https://hk.centanet.com/findproperty/en/detail/Grand-Yoho-PHASE-2-Tower-3_CVX652?theme=buy,22.4460876,114.0347702,18058.252427184467,
Island Harbourview・Tower 9,High Floor・FLAT H・2 Rooms,Olympic Station,8380000.000000001,464.0,641.0,https://hk.centanet.com/findproperty/en/detail/Island-Harbourview-Tower-9_SVL621?theme=buy,,,18060.34482758621,13073.322932917317
Double Cove・PHASE 3 DOUBLE COVE STARVIEW PRIME・Block 16,High Floor・FLAT B・1 Room,Wu Kai Sha,9500000.0,526.0,,https://hk.centanet.com/findproperty/en/detail/Double-Cove-PHASE-3-DOUBLE-COVE-STARVIEW-PRIME-Block-16_EMR420?theme=buy,,,18060.83650190114,
THE PALAZZO・BLOCK 1,3 Rooms・(1 Suite),Fo Tan,12500000.0,692.0,893.0,https://hk.centanet.com/findproperty/en/detail/THE-PALAZZO-BLOCK-1_ASA940?theme=buy,22.3985709,114.1929428,18063.583815028902,13997.760358342664
